handle: 0x001d, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x001e, uuid: 00002a19-0000-1000-8000-00805f9b34fb
handle: 0x001f, uuid: 00002902-0000-1000-8000-00805f9b34fb
handle: 0x0020, uuid: 00002908-0000-1000-8000-00805f9b34fb
handle: 0x0021, uuid: 00002904-0000-1000-8000-00805f9b34fb
handle: 0x0022, uuid: 00002800-0000-1000-8000-00805f9b34fb
handle: 0x0023, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x0024, uuid: f000aa01-0451-4000-b000-000000000000
handle: 0x0025, uuid: 00002902-0000-1000-8000-00805f9b34fb
handle: 0x0026, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x0027, uuid: f000aa02-0451-4000-b000-000000000000
handle: 0x0028, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x0029, uuid: f000aa03-0451-4000-b000-000000000000
handle: 0x002a, uuid: 00002800-0000-1000-8000-00805f9b34fb
handle: 0x002b, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x002c, uuid: f000aa21-0451-4000-b000-000000000000
handle: 0x002d, uuid: 00002902-0000-1000-8000-00805f9b34fb
handle: 0x002e, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x002f, uuid: f000aa22-0451-4000-b000-000000000000
handle: 0x0030, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x0031, uuid: f000aa23-0451-4000-b000-000000000000
handle: 0x0032, uuid: 00002800-0000-1000-8000-00805f9b34fb
handle: 0x0033, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x0034, uuid: f000aa41-0451-4000-b000-000000000000
handle: 0x0035, uuid: 00002902-0000-1000-8000-00805f9b34fb
handle: 0x0036, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x0037, uuid: f000aa42-0451-4000-b000-000000000000
handle: 0x0038, uuid: 00002803-0000-1000-8000-00805f9b34fb
handle: 0x0039, uuid: f000aa44-0451-4000-b000-000000000000
handle: 0x003a, uuid: 00002800-0000-1000-8000-00805f9b34fb
